LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,0,0,2:00 AM,1,South Boston,C-6,Radio,Radio,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,0,0,2:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,0,0,2:00 AM,1,South Boston,C-6,Jukebox,Jukebox,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,0,0,2:00 AM,3,South Boston,C-6,TV,"Television (under 27"")",65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,720,0,2:00 AM,4,South Boston,C-6,WidescrnTV,Widescreen Television,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,180,0,2:00 AM,1,South Boston,C-6,DVDVCR,DVD/VCR,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,0,0,2:00 AM,5,South Boston,C-6,InstVocal,Instrumental/Vocal,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132515,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Scott Pumphret,NULL,Murphy's Law,"KPC, Inc.",Scott Pumphret,65,1080,65,2:00 AM,2,South Boston,C-6,AutoAmuse,Auto Amusement Device/Game,65,837,,  Summer ST,South Boston,MA,2127,"(42.338006000, -71.035680000)"
CAL-132516,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Azar Kobercy,NULL,Bluestone Bistro,Chalko LLC,Azar Kobercy,45,0,45,12:30 AM,2,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,45,1799,,  Commonwealth AV,Brighton,MA,2135,"(42.340611000, -71.151579000)"
CAL-132516,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Azar Kobercy,NULL,Bluestone Bistro,Chalko LLC,Azar Kobercy,45,0,0,12:30 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,45,1799,,  Commonwealth AV,Brighton,MA,2135,"(42.340611000, -71.151579000)"
CAL-132516,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Azar Kobercy,NULL,Bluestone Bistro,Chalko LLC,Azar Kobercy,45,0,0,12:30 AM,1,Allston/Brighton,D-14,Radio,Radio,45,1799,,  Commonwealth AV,Brighton,MA,2135,"(42.340611000, -71.151579000)"
CAL-132516,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Azar Kobercy,NULL,Bluestone Bistro,Chalko LLC,Azar Kobercy,45,0,0,12:30 AM,1,Allston/Brighton,D-14,Trivia,Trivia,45,1799,,  Commonwealth AV,Brighton,MA,2135,"(42.340611000, -71.151579000)"
CAL-132517,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Sui Ling Lam,NULL,Caf De Lulu,"Tianjin, Inc.",Sui Ling Lam,30,0,30,10:00 PM,2,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",30,40,,  Harrison AV,Boston,MA,2111,"(42.351661000, -71.060969000)"
CAL-132518,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Christopher Damien,NULL,Sip Wine Bar & Kitchen,"Sip Wine Bar & Kitchen, Inc.",Christopher Damien,163,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,163,571,581,  Washington ST,Boston,MA,2111,"(42.353531000, -71.062736000)"
CAL-132518,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Christopher Damien,NULL,Sip Wine Bar & Kitchen,"Sip Wine Bar & Kitchen, Inc.",Christopher Damien,163,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,163,571,581,  Washington ST,Boston,MA,2111,"(42.353531000, -71.062736000)"
CAL-132518,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Christopher Damien,NULL,Sip Wine Bar & Kitchen,"Sip Wine Bar & Kitchen, Inc.",Christopher Damien,163,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,163,571,581,  Washington ST,Boston,MA,2111,"(42.353531000, -71.062736000)"
CAL-132518,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Christopher Damien,NULL,Sip Wine Bar & Kitchen,"Sip Wine Bar & Kitchen, Inc.",Christopher Damien,163,1260,163,2:00 AM,7,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,163,571,581,  Washington ST,Boston,MA,2111,"(42.353531000, -71.062736000)"
CAL-132519,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Wyeth Lynch,NULL,Soulfire,"Kupka, LLC",Wyeth Lynch,34,0,34,10:00 PM,3,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,34,737,739,  HUNTINGTON AV,Roxbury,MA,2119,NULL
CAL-132519,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Wyeth Lynch,NULL,Soulfire,"Kupka, LLC",Wyeth Lynch,34,0,0,10:00 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,34,737,739,  HUNTINGTON AV,Roxbury,MA,2119,NULL
CAL-132519,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Wyeth Lynch,NULL,Soulfire,"Kupka, LLC",Wyeth Lynch,34,0,0,10:00 PM,1,Back Bay/South End,D-4,Radio,Radio,34,737,739,  HUNTINGTON AV,Roxbury,MA,2119,NULL
CAL-132520,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Joseph Charles,NULL,Rock City Pizza,"Rock City Pizza, Inc.",Joseph Charles,30,0,30,11:00 PM,1,Allston/Brighton,D-14,Radio,Radio,30,568,,  Cambridge ST,Allston,MA,2134,"(42.352294000, -71.140439000)"
CAL-132520,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Joseph Charles,NULL,Rock City Pizza,"Rock City Pizza, Inc.",Joseph Charles,30,0,0,11:00 PM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,30,568,,  Cambridge ST,Allston,MA,2134,"(42.352294000, -71.140439000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,360,67,2:00 AM,2,South Boston,C-6,WidescrnTV,Widescreen Television,67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,0,0,2:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,0,0,2:00 AM,1,South Boston,C-6,Radio,Radio,67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,0,0,2:00 AM,1,South Boston,C-6,Jukebox,Jukebox,67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,0,0,2:00 AM,2,South Boston,C-6,TV,"Television (under 27"")",67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132521,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,timothy  o'callahan ,NULL,Croke Park,"Croke Park, Inc.",timothy  o'callahan,67,280,0,2:00 AM,2,South Boston,C-6,AutoAmuse,Auto Amusement Device/Game,67,268,,W Broadway ,South Boston,MA,2127,"(42.339275000, -71.051191000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,DJ,Disc Jockey,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,DancingPat,Dancing by Patrons,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,Radio,Radio,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,Jukebox,Jukebox,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,2,South Boston,C-6,TV,"Television (under 27"")",99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,4,South Boston,C-6,WidescrnTV,Widescreen Television,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,1,South Boston,C-6,DVDVCR,DVD/VCR,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,0,0,2:00 AM,2,South Boston,C-6,AutoAmuse,Auto Amusement Device/Game,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132522,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,susan Attardo,NULL,Sports Connection Bar & Grill,Sports Connection Bar & Grill,susan Attardo,99,800,99,2:00 AM,1,South Boston,C-6,InstVocal,Instrumental/Vocal,99,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488000, -71.056730000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,500,0,2:00 AM,1,Back Bay/South End,D-4,MoviePic,Movie Picture Screen,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,720,576,2:00 AM,4,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,0,0,2:00 AM,1,Back Bay/South End,D-4,FloorShow,Floor Show,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,175,0,2:00 AM,575,Back Bay/South End,D-4,Theatre,Theatre,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,0,0,2:00 AM,100,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132523,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Shane Cutler,NULL,Boston University Tsai Performance Center,Trustees of Boston University,Shane Cutler,576,180,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,576,685,685,  Commonwealth AV,Boston,MA,2215,"(42.349666000, -71.100678000)"
CAL-132524,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,NULL,Starbucks Coffee #7224,Starbucks Corporation,LISA BAKER,8,0,8,12:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,8,364,,  Brookline AV,Boston,MA,2215,"(42.339039000, -71.106419000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,37,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,1000,273,2:00 AM,7,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,420,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,AutoAmuse,Auto Amusement Device/Game,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132526,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Breton D Kelly,NULL,The North Star,"BK & PF, LLC",Breton D Kelly,273,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,273,222,224,  Friend ST,Boston,MA,2114,"(42.364120000, -71.061078000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,800,99,2:00 AM,5,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132527,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ann Somers,NULL,Mr. Dooley's,Somers Corporation,Ann Somers,99,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",99,77,,  Broad ST,Boston,MA,2109,"(42.357643000, -71.053639000)"
CAL-132528,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Allison Kimmel,NULL,Pasta Beach,"Pasta Beach Rowes Wharf, LLC",Allison Kimmel,58,0,58,11:30 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,58,30,,  Rowes Wharf  ,Boston,MA,2110,NULL
CAL-132528,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Allison Kimmel,NULL,Pasta Beach,"Pasta Beach Rowes Wharf, LLC",Allison Kimmel,58,0,0,11:30 PM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,58,30,,  Rowes Wharf  ,Boston,MA,2110,NULL
CAL-132528,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Allison Kimmel,NULL,Pasta Beach,"Pasta Beach Rowes Wharf, LLC",Allison Kimmel,58,0,0,11:30 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,58,30,,  Rowes Wharf  ,Boston,MA,2110,NULL
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,180,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,8,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,3,Back Bay/South End,D-4,TV,"Television (under 27"")",267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,280,0,2:00 AM,2,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,1180,267,2:00 AM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,500,0,2:00 AM,1,Back Bay/South End,D-4,MoviePic,Movie Picture Screen,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132529,7/31/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Erica Dorsey,NULL,Loretta's Last Call,"Ipswich Entertainment, Inc.",Erica Dorsey,267,0,0,2:00 AM,1,Back Bay/South End,D-4,Karaoke,Karaoke,267,1,,  Lansdowne ST,Boston,MA,2215,"(42.347312000, -71.094489000)"
CAL-132530,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Aida L Gomez,NULL,Tacos El Charro,Tacos El Charro,Aida L Gomez,48,0,48,12:00 AM,1,Jamaica Plain,E-13,TV,"Television (under 27"")",48,349,,  Centre ST,Jamaica Plain,MA,2130,"(42.322670000, -71.106750000)"
CAL-132530,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Aida L Gomez,NULL,Tacos El Charro,Tacos El Charro,Aida L Gomez,48,0,0,12:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,48,349,,  Centre ST,Jamaica Plain,MA,2130,"(42.322670000, -71.106750000)"
